AAPL,GOOG,MSFT,AMZN,TSLA,NVDA,JPM,JNJ,V,BA,MRK,CMCSA,CSCO,ABBV,CVS,INTC,MCD,COST,TMUS,BMY,ORCL,UNP,MDT,MMM,F,IBM,CAT,GE,XOM
0.0,0.0608299625125868,0.046830328409002815,0.259230135978461,0.021035209933606035,0.03148710128528106,0.021299967280174015,0.03506988840855151,0.04155675566814222,0.0,0.0034925055057492826,0.002315513111935897,0.02905495960535096,0.022828478943227884,0.0,0.0,0.028296839480319736,0.13423156598950967,0.01542773660392748,0.0,0.0,0.049586960175710654,0.12545929428099092,0.01489676003522443,0.0007977968882808224,0.0008744622500895015,0.016857876884530863,0.015884504712028822,0.022655396057317596
