AAPL,GOOG,MSFT,AMZN,TSLA,NVDA,JPM,JNJ,V,BA,MRK,CMCSA,CSCO,ABBV,CVS,INTC,MCD,COST,TMUS,BMY,ORCL,UNP,MDT,MMM,F,IBM,CAT,GE,XOM
0.018280400816286305,0.008912947572149542,0.013417260780087746,0.051982201477640794,0.014885520380402669,0.038506926354208555,0.042899789714086506,0.07694375036050823,0.006129810346794097,0.009300294767218227,0.025757482170371892,0.03858651390488084,0.008685826960460472,0.04324090730731072,0.012975369825544541,0.11959906662959129,0.011751311262965032,0.015352774992472671,0.09233577420054936,0.0916460723545489,0.027692383958331797,0.025326443351929788,0.0019797119328417304,0.027137505027991143,0.004091065225955279,0.0022099362782817926,0.01717707597698396,0.06299489904717723,0.09020097702242896
