Date,2017,2018,2019
2017-03-20,0.1146982889308858,0.0,0.0
2017-03-21,0.09834896029425362,0.0,0.0
2017-03-22,0.10429421210673166,0.0,0.0
2017-03-23,0.10399447686557894,0.0,0.0
2017-03-24,0.10627838205728836,0.0,0.0
2017-03-27,0.11073278803680653,0.0,0.0
2017-03-28,0.11805099457785674,0.0,0.0
2017-03-29,0.11923912186111352,0.0,0.0
2017-03-30,0.12158605242609981,0.0,0.0
2017-03-31,0.11970100196817611,0.0,0.0
2017-04-03,0.12842956382710935,0.0,0.0
2017-04-04,0.13558858253703907,0.0,0.0
2017-04-05,0.12953510379650773,0.0,0.0
2017-04-06,0.13124224563258374,0.0,0.0
2017-04-07,0.1354404620735633,0.0,0.0
2017-04-10,0.13791966428699565,0.0,0.0
2017-04-11,0.13923012108658725,0.0,0.0
2017-04-12,0.12894988908103347,0.0,0.0
2017-04-13,0.1286882216583458,0.0,0.0
2017-04-17,0.13792580955054717,0.0,0.0
2017-04-18,0.13440748012944723,0.0,0.0
2017-04-19,0.13808371463456356,0.0,0.0
2017-04-20,0.14085981748930718,0.0,0.0
2017-04-21,0.14356802824498982,0.0,0.0
2017-04-24,0.15201781461184602,0.0,0.0
2017-04-25,0.17020932484664444,0.0,0.0
2017-04-26,0.1649955249769582,0.0,0.0
2017-04-27,0.16866853045712996,0.0,0.0
2017-04-28,0.17270512724285228,0.0,0.0
2017-05-01,0.1761923340150934,0.0,0.0
2017-05-02,0.17644810127793706,0.0,0.0
2017-05-03,0.17348990464392344,0.0,0.0
2017-05-04,0.1668153390240799,0.0,0.0
2017-05-05,0.17794501686368158,0.0,0.0
2017-05-08,0.1797348738879843,0.0,0.0
2017-05-09,0.18700437979872367,0.0,0.0
2017-05-10,0.18137100978546686,0.0,0.0
2017-05-11,0.18185627176674143,0.0,0.0
2017-05-12,0.18340148762308944,0.0,0.0
2017-05-15,0.18133369111524694,0.0,0.0
2017-05-16,0.1845446432551018,0.0,0.0
2017-05-17,0.1652351726494358,0.0,0.0
2017-05-18,0.16827101663113703,0.0,0.0
2017-05-19,0.17659979873002393,0.0,0.0
2017-05-22,0.18460686485484012,0.0,0.0
2017-05-23,0.18203842818416788,0.0,0.0
2017-05-24,0.1912169109581338,0.0,0.0
2017-05-25,0.19910338798843616,0.0,0.0
2017-05-26,0.20197193783397183,0.0,0.0
2017-05-30,0.2065677107442398,0.0,0.0
2017-05-31,0.21211913088737192,0.0,0.0
2017-06-01,0.2150779009327028,0.0,0.0
2017-06-02,0.22360886837371108,0.0,0.0
2017-06-05,0.22270100384245767,0.0,0.0
2017-06-06,0.2174695399436691,0.0,0.0
2017-06-07,0.22364366261167223,0.0,0.0
2017-06-08,0.2293597289611056,0.0,0.0
2017-06-09,0.2221547817046683,0.0,0.0
2017-06-12,0.21902144609405316,0.0,0.0
2017-06-13,0.22969450445359235,0.0,0.0
2017-06-14,0.23428225163341682,0.0,0.0
2017-06-15,0.2378746567785995,0.0,0.0
2017-06-16,0.23957182170008343,0.0,0.0
2017-06-19,0.24696441416069392,0.0,0.0
2017-06-20,0.24671054062989292,0.0,0.0
2017-06-21,0.24987342949200148,0.0,0.0
2017-06-22,0.2544091198047822,0.0,0.0
2017-06-23,0.25959980861699294,0.0,0.0
2017-06-26,0.2522650505322863,0.0,0.0
2017-06-27,0.24030337224988405,0.0,0.0
2017-06-28,0.24733087511151933,0.0,0.0
2017-06-29,0.23404690414964296,0.0,0.0
2017-06-30,0.23464540773933595,0.0,0.0
2017-07-03,0.23100979701096008,0.0,0.0
2017-07-05,0.22804835846233,0.0,0.0
2017-07-06,0.216277304537571,0.0,0.0
2017-07-07,0.22534310712215685,0.0,0.0
2017-07-10,0.22913950450402798,0.0,0.0
2017-07-11,0.2373103106192069,0.0,0.0
2017-07-12,0.24284606072980644,0.0,0.0
2017-07-13,0.23785672605911443,0.0,0.0
2017-07-14,0.24512955346227142,0.0,0.0
2017-07-17,0.24178299661531724,0.0,0.0
2017-07-18,0.24401059307444062,0.0,0.0
2017-07-19,0.24846853184161097,0.0,0.0
2017-07-20,0.24984536317050196,0.0,0.0
2017-07-21,0.2515910022709308,0.0,0.0
2017-07-24,0.25456520914518516,0.0,0.0
2017-07-25,0.26330474787045904,0.0,0.0
2017-07-26,0.29443472233476214,0.0,0.0
2017-07-27,0.30145483231439946,0.0,0.0
2017-07-28,0.2993333947247155,0.0,0.0
2017-07-31,0.29452596018379906,0.0,0.0
2017-08-01,0.2886729831184537,0.0,0.0
2017-08-02,0.2931726086918073,0.0,0.0
2017-08-03,0.29932280572330816,0.0,0.0
2017-08-04,0.301650340024309,0.0,0.0
2017-08-07,0.3065615139088891,0.0,0.0
2017-08-08,0.30832204157982346,0.0,0.0
2017-08-09,0.30027336789918735,0.0,0.0
2017-08-10,0.2925676979380518,0.0,0.0
2017-08-11,0.299484732786848,0.0,0.0
2017-08-14,0.3077797671694261,0.0,0.0
2017-08-15,0.310531734473809,0.0,0.0
2017-08-16,0.3106452866075893,0.0,0.0
2017-08-17,0.2972128421145119,0.0,0.0
2017-08-18,0.29464222952410574,0.0,0.0
2017-08-21,0.2917482282258137,0.0,0.0
2017-08-22,0.3037996188546885,0.0,0.0
2017-08-23,0.3020290049530283,0.0,0.0
2017-08-24,0.3010944163687042,0.0,0.0
2017-08-25,0.2949694594557155,0.0,0.0
2017-08-28,0.2975833948953179,0.0,0.0
2017-08-29,0.3035534532721433,0.0,0.0
2017-08-30,0.30751112948789583,0.0,0.0
2017-08-31,0.31076752357530196,0.0,0.0
2017-09-01,0.31089597093569493,0.0,0.0
2017-09-05,0.3007067771493657,0.0,0.0
2017-09-06,0.29564875840150445,0.0,0.0
2017-09-07,0.3031850778273045,0.0,0.0
2017-09-08,0.3020220784105381,0.0,0.0
2017-09-11,0.31759516185942466,0.0,0.0
2017-09-12,0.31212271170970063,0.0,0.0
2017-09-13,0.3171249763621159,0.0,0.0
2017-09-14,0.3252158800640162,0.0,0.0
2017-09-15,0.3307740975693981,0.0,0.0
2017-09-18,0.33795177179616553,0.0,0.0
2017-09-19,0.33632238825956795,0.0,0.0
2017-09-20,0.3407153268553893,0.0,0.0
2017-09-21,0.33578158828631766,0.0,0.0
2017-09-22,0.3303715903869829,0.0,0.0
2017-09-25,0.31966812052639904,0.0,0.0
2017-09-26,0.31550856506789376,0.0,0.0
2017-09-27,0.31676885200442645,0.0,0.0
2017-09-28,0.3187863345963345,0.0,0.0
2017-09-29,0.3190652399678214,0.0,0.0
2017-10-02,0.32286563540916413,0.0,0.0
2017-10-03,0.3253021612466921,0.0,0.0
2017-10-04,0.32959432681969086,0.0,0.0
2017-10-05,0.3378361214977121,0.0,0.0
2017-10-06,0.33888661937920267,0.0,0.0
2017-10-09,0.3318093679105356,0.0,0.0
2017-10-10,0.3409426491893529,0.0,0.0
2017-10-11,0.34621949806827024,0.0,0.0
2017-10-12,0.34759161196162247,0.0,0.0
2017-10-13,0.3481811401064684,0.0,0.0
2017-10-16,0.3447474386100499,0.0,0.0
2017-10-17,0.3477782194762292,0.0,0.0
2017-10-18,0.35086963847638913,0.0,0.0
2017-10-19,0.3479561551964878,0.0,0.0
2017-10-20,0.35260334549632355,0.0,0.0
2017-10-23,0.34263612946153743,0.0,0.0
2017-10-24,0.3489124347651054,0.0,0.0
2017-10-25,0.33322488702449443,0.0,0.0
2017-10-26,0.3350680105712742,0.0,0.0
2017-10-27,0.3385163021001352,0.0,0.0
2017-10-30,0.33840959860448105,0.0,0.0
2017-10-31,0.34230109382361973,0.0,0.0
2017-11-01,0.33869591911315866,0.0,0.0
2017-11-02,0.3339146149059266,0.0,0.0
2017-11-03,0.33919050696482816,0.0,0.0
2017-11-06,0.34002225142589765,0.0,0.0
2017-11-07,0.34544577338517013,0.0,0.0
2017-11-08,0.3456617563234302,0.0,0.0
2017-11-09,0.3377416310960511,0.0,0.0
2017-11-10,0.33295167622215394,0.0,0.0
2017-11-13,0.3421908780783706,0.0,0.0
2017-11-14,0.3387652473275289,0.0,0.0
2017-11-15,0.33878976552270823,0.0,0.0
2017-11-16,0.3455820391332312,0.0,0.0
2017-11-17,0.3420965972652544,0.0,0.0
2017-11-20,0.34240606170981763,0.0,0.0
2017-11-21,0.3543078054569796,0.0,0.0
2017-11-22,0.35151304583291004,0.0,0.0
2017-11-24,0.35612791086824913,0.0,0.0
2017-11-27,0.3567945582724807,0.0,0.0
2017-11-28,0.3641976514536103,0.0,0.0
2017-11-29,0.3594659907250338,0.0,0.0
2017-11-30,0.3730220887374631,0.0,0.0
2017-12-01,0.36565165732678995,0.0,0.0
2017-12-04,0.3688153144885678,0.0,0.0
2017-12-05,0.3681309535253266,0.0,0.0
2017-12-06,0.3774599295760314,0.0,0.0
2017-12-07,0.38026070411176977,0.0,0.0
2017-12-08,0.3890113228586761,0.0,0.0
2017-12-11,0.3937101330156391,0.0,0.0
2017-12-12,0.4071828756825491,0.0,0.0
2017-12-13,0.41038393932246786,0.0,0.0
2017-12-14,0.4102625298684289,0.0,0.0
2017-12-15,0.41616888247080075,0.0,0.0
2017-12-18,0.41826124673341186,0.0,0.0
2017-12-19,0.41402311742704834,0.0,0.0
2017-12-20,0.41131911478042765,0.0,0.0
2017-12-21,0.40963792585994735,0.0,0.0
2017-12-22,0.40589072339858107,0.0,0.0
2017-12-26,0.4027599226841612,0.0,0.0
2017-12-27,0.4028351490764731,0.0,0.0
2017-12-28,0.4062715266482999,0.0,0.0
2017-12-29,0.399040550129851,0.0,0.0
