Year,Risk Taker,Balanced,Risk Averse
2017,698.2918579431652,1049.6507049192014,1074.470518654855
2018,-166.10956846258907,-60.90995704613956,3.1686048547933723
2019,322.907605330548,271.81954115129594,240.6672097225089
