Date,2017,2018,2019
2017-03-20,0.09199153185975267,0.0,0.0
2017-03-21,0.06696108236327941,0.0,0.0
2017-03-22,0.08013384774384293,0.0,0.0
2017-03-23,0.07558509266077047,0.0,0.0
2017-03-24,0.08329545905973651,0.0,0.0
2017-03-27,0.09190564806787926,0.0,0.0
2017-03-28,0.09857095774730945,0.0,0.0
2017-03-29,0.0983850039923342,0.0,0.0
2017-03-30,0.10580792436107089,0.0,0.0
2017-03-31,0.10398354795562581,0.0,0.0
2017-04-03,0.11622940855714756,0.0,0.0
2017-04-04,0.0984292712403941,0.0,0.0
2017-04-05,0.08826968473875584,0.0,0.0
2017-04-06,0.09649220436698117,0.0,0.0
2017-04-07,0.09845511538051772,0.0,0.0
2017-04-10,0.09791758716761141,0.0,0.0
2017-04-11,0.0949874862615394,0.0,0.0
2017-04-12,0.08177748190784319,0.0,0.0
2017-04-13,0.07793239842910535,0.0,0.0
2017-04-17,0.09175476905134133,0.0,0.0
2017-04-18,0.09106800386161162,0.0,0.0
2017-04-19,0.09556489747112608,0.0,0.0
2017-04-20,0.10076718577747297,0.0,0.0
2017-04-21,0.10545944690520943,0.0,0.0
2017-04-24,0.1168723968524475,0.0,0.0
2017-04-25,0.13122885676871832,0.0,0.0
2017-04-26,0.12977150000482832,0.0,0.0
2017-04-27,0.13588221492534658,0.0,0.0
2017-04-28,0.13522079983670204,0.0,0.0
2017-05-01,0.15092426695502129,0.0,0.0
2017-05-02,0.1395578629356871,0.0,0.0
2017-05-03,0.13672804554180817,0.0,0.0
2017-05-04,0.12559061608239752,0.0,0.0
2017-05-05,0.13429199434172207,0.0,0.0
2017-05-08,0.12368493907034492,0.0,0.0
2017-05-09,0.13394062063926004,0.0,0.0
2017-05-10,0.18803792915262463,0.0,0.0
2017-05-11,0.19916000859525582,0.0,0.0
2017-05-12,0.204053493102383,0.0,0.0
2017-05-15,0.21587360603688693,0.0,0.0
2017-05-16,0.2230610242558533,0.0,0.0
2017-05-17,0.18438701345405858,0.0,0.0
2017-05-18,0.20402911328941697,0.0,0.0
2017-05-19,0.21173186866460772,0.0,0.0
2017-05-22,0.22100439589648266,0.0,0.0
2017-05-23,0.21327920659496535,0.0,0.0
2017-05-24,0.22243184911650835,0.0,0.0
2017-05-25,0.22997492142401998,0.0,0.0
2017-05-26,0.24692406555777993,0.0,0.0
2017-05-30,0.26155962905013014,0.0,0.0
2017-05-31,0.2648130493807734,0.0,0.0
2017-06-01,0.266059023704744,0.0,0.0
2017-06-02,0.26741289716213884,0.0,0.0
2017-06-05,0.2817570826916535,0.0,0.0
2017-06-06,0.282157879053389,0.0,0.0
2017-06-07,0.2914987051311403,0.0,0.0
2017-06-08,0.31999727335330747,0.0,0.0
2017-06-09,0.2863882124376914,0.0,0.0
2017-06-12,0.2863721169529733,0.0,0.0
2017-06-13,0.3021051584119833,0.0,0.0
2017-06-14,0.30540099760304756,0.0,0.0
2017-06-15,0.30207621110331606,0.0,0.0
2017-06-16,0.2871431065823149,0.0,0.0
2017-06-19,0.2987876254241024,0.0,0.0
2017-06-20,0.29632755941296357,0.0,0.0
2017-06-21,0.3032841974957446,0.0,0.0
2017-06-22,0.3028258510163953,0.0,0.0
2017-06-23,0.2925634606871296,0.0,0.0
2017-06-26,0.287633177342207,0.0,0.0
2017-06-27,0.2617789277442001,0.0,0.0
2017-06-28,0.28252681279412006,0.0,0.0
2017-06-29,0.25962556529350606,0.0,0.0
2017-06-30,0.2576347327660807,0.0,0.0
2017-07-03,0.23794880403144122,0.0,0.0
2017-07-05,0.23076351770358303,0.0,0.0
2017-07-06,0.21504601127249007,0.0,0.0
2017-07-07,0.22507172729728853,0.0,0.0
2017-07-10,0.24022533878474944,0.0,0.0
2017-07-11,0.2531478671474695,0.0,0.0
2017-07-12,0.27080808533304196,0.0,0.0
2017-07-13,0.2655734669231781,0.0,0.0
2017-07-14,0.2788504470324646,0.0,0.0
2017-07-17,0.27178342867702165,0.0,0.0
2017-07-18,0.27937676882060947,0.0,0.0
2017-07-19,0.2772376586176995,0.0,0.0
2017-07-20,0.2849535608184795,0.0,0.0
2017-07-21,0.28468510557191656,0.0,0.0
2017-07-24,0.29117720167354727,0.0,0.0
2017-07-25,0.2917807921938264,0.0,0.0
2017-07-26,0.29732099311431626,0.0,0.0
2017-07-27,0.278456296527318,0.0,0.0
2017-07-28,0.28387869528361287,0.0,0.0
2017-07-31,0.2772619184122675,0.0,0.0
2017-08-01,0.28089205411534934,0.0,0.0
2017-08-02,0.2881970608965301,0.0,0.0
2017-08-03,0.3026861398282383,0.0,0.0
2017-08-04,0.3100691659188832,0.0,0.0
2017-08-07,0.3200615700273008,0.0,0.0
2017-08-08,0.32342813803568776,0.0,0.0
2017-08-09,0.3250540046588741,0.0,0.0
2017-08-10,0.3004847407341799,0.0,0.0
2017-08-11,0.2866484909986833,0.0,0.0
2017-08-14,0.3194741550791456,0.0,0.0
2017-08-15,0.31493395552847026,0.0,0.0
2017-08-16,0.3151805329762566,0.0,0.0
2017-08-17,0.29488662011485123,0.0,0.0
2017-08-18,0.29029103956502406,0.0,0.0
2017-08-21,0.2795749652193684,0.0,0.0
2017-08-22,0.2943152148547188,0.0,0.0
2017-08-23,0.30708305667702546,0.0,0.0
2017-08-24,0.2983014769278537,0.0,0.0
2017-08-25,0.2942051699802092,0.0,0.0
2017-08-28,0.2958233075626302,0.0,0.0
2017-08-29,0.29863907994616284,0.0,0.0
2017-08-30,0.3073877706089336,0.0,0.0
2017-08-31,0.32077078883288046,0.0,0.0
2017-09-01,0.3234343670769171,0.0,0.0
2017-09-05,0.3098427556978797,0.0,0.0
2017-09-06,0.3071754311204833,0.0,0.0
2017-09-07,0.3162967742253388,0.0,0.0
2017-09-08,0.30406315076820284,0.0,0.0
2017-09-11,0.33093323671325314,0.0,0.0
2017-09-12,0.33525406123473617,0.0,0.0
2017-09-13,0.3416533347488674,0.0,0.0
2017-09-14,0.3457713726993617,0.0,0.0
2017-09-15,0.36723307855115084,0.0,0.0
2017-09-18,0.38158106639655476,0.0,0.0
2017-09-19,0.3782931109554856,0.0,0.0
2017-09-20,0.3754132759897546,0.0,0.0
2017-09-21,0.35968000239249853,0.0,0.0
2017-09-22,0.34713836595348907,0.0,0.0
2017-09-25,0.327171594207466,0.0,0.0
2017-09-26,0.3310583814214378,0.0,0.0
2017-09-27,0.33632429429685007,0.0,0.0
2017-09-28,0.33639858721149307,0.0,0.0
2017-09-29,0.34443162506670655,0.0,0.0
2017-10-02,0.34808014644859275,0.0,0.0
2017-10-03,0.35246946610508684,0.0,0.0
2017-10-04,0.3597803497718124,0.0,0.0
2017-10-05,0.363519804061363,0.0,0.0
2017-10-06,0.3570339671644606,0.0,0.0
2017-10-09,0.352936913005572,0.0,0.0
2017-10-10,0.3695514772615622,0.0,0.0
2017-10-11,0.37431746947118205,0.0,0.0
2017-10-12,0.3747321005964155,0.0,0.0
2017-10-13,0.3839706617343085,0.0,0.0
2017-10-16,0.38610144347782893,0.0,0.0
2017-10-17,0.3887955108541031,0.0,0.0
2017-10-18,0.39154472475201174,0.0,0.0
2017-10-19,0.3878576237727135,0.0,0.0
2017-10-20,0.3853616517359551,0.0,0.0
2017-10-23,0.38043428346157915,0.0,0.0
2017-10-24,0.3863485149950863,0.0,0.0
2017-10-25,0.3691367798503258,0.0,0.0
2017-10-26,0.37281939120732527,0.0,0.0
2017-10-27,0.38783524987423895,0.0,0.0
2017-10-30,0.38717170896171954,0.0,0.0
2017-10-31,0.40079757093069085,0.0,0.0
2017-11-01,0.39748899129985293,0.0,0.0
2017-11-02,0.38200708912456155,0.0,0.0
2017-11-03,0.39421985745475896,0.0,0.0
2017-11-06,0.3919505163570658,0.0,0.0
2017-11-07,0.39974741532174457,0.0,0.0
2017-11-08,0.3980160116236131,0.0,0.0
2017-11-09,0.3892472791492698,0.0,0.0
2017-11-10,0.40683018411732924,0.0,0.0
2017-11-13,0.4103428973769568,0.0,0.0
2017-11-14,0.4078020201836055,0.0,0.0
2017-11-15,0.3982146916472555,0.0,0.0
2017-11-16,0.4075550250098505,0.0,0.0
2017-11-17,0.40689998781005055,0.0,0.0
2017-11-20,0.40834723785048427,0.0,0.0
2017-11-21,0.4218275514752268,0.0,0.0
2017-11-22,0.4156778971203405,0.0,0.0
2017-11-24,0.42083028874452877,0.0,0.0
2017-11-27,0.41935057642799667,0.0,0.0
2017-11-28,0.41737848014144535,0.0,0.0
2017-11-29,0.38860696722475774,0.0,0.0
2017-11-30,0.4057396051224588,0.0,0.0
2017-12-01,0.3989108793131701,0.0,0.0
2017-12-04,0.3797478047013427,0.0,0.0
2017-12-05,0.37848705302398744,0.0,0.0
2017-12-06,0.38841403581973516,0.0,0.0
2017-12-07,0.3916166337213542,0.0,0.0
2017-12-08,0.39801321165235515,0.0,0.0
2017-12-11,0.41570477605853545,0.0,0.0
2017-12-12,0.41718219717170557,0.0,0.0
2017-12-13,0.40959247921788927,0.0,0.0
2017-12-14,0.4057709542585071,0.0,0.0
2017-12-15,0.42642617938680133,0.0,0.0
2017-12-18,0.4362270555759278,0.0,0.0
2017-12-19,0.42430200386183387,0.0,0.0
2017-12-20,0.42336803272006096,0.0,0.0
2017-12-21,0.42337614606467583,0.0,0.0
2017-12-22,0.4180690811059954,0.0,0.0
2017-12-26,0.4150211470801411,0.0,0.0
2017-12-27,0.4114322562983063,0.0,0.0
2017-12-28,0.41508432325639805,0.0,0.0
2017-12-29,0.40345644546071724,0.0,0.0
