Year,Risk Taker,Balanced,Risk Averse
2017,0.4830531819112672,0.3919949911632852,0.3529058544195922
2018,-0.09843307601463257,-0.06134800172143577,-0.028768633509713624
2019,0.28429390957921896,0.16316153632274286,0.12390885577523487
