AAPL,GOOG,MSFT,AMZN,TSLA,NVDA,JPM,JNJ,V,BA,MRK,CMCSA,CSCO,ABBV,CVS,INTC,MCD,COST,TMUS,BMY,ORCL,UNP,MDT,MMM,F,IBM,CAT,GE,XOM
0.02291411265529916,0.026937368787043437,0.00011862817430649719,0.2817891228093452,0.0005664664133809867,0.00996025312114108,0.005286163476047735,0.0,0.007624996751831484,0.001010198288900607,0.0028287589737516616,0.0011355727396261616,0.008801755622025481,0.0,0.013660193148567354,0.031240218909275273,0.004529517995647113,0.10001686550529675,0.17678091804024976,0.11046720222593912,0.007509493290611702,0.011649218715735899,0.040953481230199054,0.01805259075959289,0.0035857985559664186,0.02153559935869264,0.011343199409281506,0.012399242735271283,0.06730306230697376
