Year,Risk Taker,Balanced,Risk Averse
2017,0.5405823726684427,0.5063808491402308,0.4128368975601484
2018,-0.18440264014163787,-0.06610689753390775,-0.008984775737736928
2019,0.2978232258499147,0.18603430093717388,0.1473535737645011
