AAPL,GOOG,MSFT,AMZN,TSLA,NVDA,JPM,JNJ,V,BA,MRK,CMCSA,CSCO,ABBV,CVS,INTC,MCD,COST,TMUS,BMY,ORCL,UNP,MDT,MMM,F,IBM,CAT,GE,XOM
0.01847362417807108,0.005911360267480711,0.010921436686629288,0.022538889798417547,0.03986629166288171,0.033433256367827194,0.04256406187238657,0.0,0.022129289829320803,0.03518217451606513,0.010784703981140422,0.02932109032702957,0.019045358660229224,0.042848855129348426,0.008980713660704567,0.15274795494829493,0.06128024374615316,0.0790871553885082,0.07152397534185748,0.04682978610361173,0.0657940177604245,0.0,0.0005002975181330733,0.03612313304826398,0.0,0.005924404792314829,0.00791187466504273,0.037599922610382294,0.09267612713948074
0.032323376567528,0.005336777886681649,0.014445003229875263,0.019760759938250858,0.001670716964004181,0.0,0.038488101223571616,0.0,0.014614721414034307,0.025679547080452645,0.028118669029538093,0.07934515717228613,0.044646496853269046,0.11056785091653734,0.0047429671955242685,0.12094012476484112,0.012743042586040627,0.12134831978109879,0.05950424424175835,0.05124064870680522,0.02513897847139672,0.030738969127768336,0.002209332483476141,0.026129403540687064,0.0317902366684393,0.01042101099835519,0.0,0.012139178052012844,0.07591636510576692
0.007113475605068055,0.018336621679272976,0.009425088540139915,0.0,0.05037107685283727,0.0,0.08981579864059,0.04665763572962421,0.008627374224251229,0.013490585070629587,0.02407929075628595,0.04396191568376648,0.013373264374233139,0.030062508892781833,0.051028705215806075,0.1441447220351309,0.016441311489539867,0.07920309212876944,0.03484022642979622,0.05367899728363477,0.015249447926446955,0.028124898279771993,0.0019432407734353348,0.03177501968739289,0.0497549416072109,0.0,0.05830428034106461,0.0061008634717721975,0.07409561728074725
0.0,0.008307581637036172,0.02182501879529969,0.026929269601792306,0.01687387068331622,0.004285899619781694,0.1629940918972506,0.0,0.015565282043684226,0.0,0.0,0.012346949916523997,0.007713543619962444,0.02438962592280084,0.0,0.18058274060457008,0.01255049680570836,0.09582703053805854,0.08908192903060617,0.008304106534067903,0.019068837819824363,0.15203425565917736,0.0,0.014727798895591818,0.0,0.009399251042049833,0.08056668525596099,0.006453227087033785,0.03017250698990261
0.03220960781726817,0.012470777193127437,0.039396380616377666,0.06997930643645578,0.03252846305606009,0.011709217113790851,0.015941335288353436,0.04075305923209486,0.02691852787886881,0.09249796843170746,0.03432864386825659,0.004624280034473558,0.004707725221721622,0.09759495082784182,0.01721409298954939,0.03691075255217206,0.020900413652095606,0.06470621697095075,0.019686104763511653,0.019558014874849837,0.056654395521609724,0.04208289502253972,0.008970737974546237,0.018130835954695612,0.0330869701959449,0.0004588044980855324,0.01447822614324909,0.03949637174492639,0.09200492412487533
0.026803894921609707,0.00860588431786413,0.01780541398384443,0.0,0.030332838450692068,0.018843352857469447,0.01000854855955484,0.0384638944971408,0.03329533140684506,0.05714224316443312,0.006700264693752327,0.006481649398936913,0.06585846062761458,0.1457374874463762,0.024253764855252026,0.022677393376022117,0.010950662034361805,0.07980076255133761,0.013852802284006071,0.015094028834432454,0.12035075515029463,0.011563817735759808,0.003939812032364792,0.016151834747124973,0.03099720240028653,0.011739018086376993,0.011609753289297668,0.04368834223545245,0.11725078606149647
0.00781878701845339,0.0,0.0006902108406368333,0.0,0.01749120899739166,0.0,0.0141744901884198,0.10085167501221165,0.0200480382084233,0.04552123659843113,0.1545684742081414,0.015927726228853592,0.0323343913112293,0.11181294726429004,0.00957664703908684,0.0911076874738536,0.0022944590966313414,0.09763038493253946,0.06139685307169328,0.0367582981764525,0.03781280960213957,0.0,0.004864771830802729,0.021985209141692424,0.017497750363677112,0.0050144963384112255,0.01728342224769849,0.014589145569530889,0.06094887923930847
0.006597372419907203,0.04248119458137506,0.001165734731444092,0.02958614277343672,0.006034787755663637,0.046086856979195824,0.017424382787862333,0.004940514566380085,0.06756563767825523,0.0005111108970632001,0.00036367362505854,0.0006059317621299985,0.00023478911266639277,0.11267721464730317,0.006592357101130542,0.08289310985819578,0.0031865193124503153,0.18989308822122347,0.06339735936455335,0.06791024317681414,0.04982736225851544,0.004480496924350702,0.00927246366337762,0.04668619706408356,0.04975721838749388,0.005254208612948028,0.010295452095133885,0.013322211269165636,0.06095636837282193
0.020423438312141873,0.05061049696167272,0.042155171325864965,0.021453753070462538,0.023070813788753138,0.010892951917882745,0.011220513999131078,0.002691430099267914,0.007419226702786499,0.02717339833149998,0.01111818168412752,0.008796422747804674,0.027007355560708355,0.04789012562914292,0.0,0.14207483771863968,0.010328464250063408,0.001351805050856027,0.033070546509409514,0.043634075369736965,0.03472550450691704,0.050904527084464996,0.006117396136837805,0.06273200997824144,0.005333379880173704,0.008716818936397275,0.12005201773131627,0.05758566428072189,0.11144967243497707
0.024323544634768383,0.009386966642706867,0.018087492973407865,0.002928025652050253,0.0875268355904756,0.05474891105307731,0.04394053099534248,0.046832795915961456,0.006593625291309053,0.006313147126042829,0.025100067007125866,0.0058954033239251155,0.027989137648723766,0.06765220101039433,0.06036701704803131,0.21008490359372392,0.009830017499065216,0.03163971637627068,0.0,0.03885312196377357,0.020317128511209225,0.0,0.006207527751335942,0.03750014318365805,0.006118097112614202,0.010619951638938424,0.0,0.015663704452603105,0.12547998600346522
