id;nhogar;zona;v2_3;v4;h2_2;hacinam_3;tipoho_2;fexp
741;1;3;1;3;1;2;3;238
742;1;3;2;2;1;1;2;1004
743;1;1;2;3;2;1;1;495
744;1;3;2;4;1;1;1;618
745;1;3;2;2;1;1;2;48
746;1;3;1;5;1;1;1;626
747;1;1;2;2;1;1;1;571
748;1;2;2;2;2;1;1;1764
749;1;1;2;3;2;1;1;615
750;1;2;2;3;1;1;1;506
751;1;3;2;3;2;1;1;604
752;1;1;2;2;1;1;2;619
753;1;3;1;4;1;1;1;1304
754;1;1;2;3;2;1;2;1127
755;1;2;1;8;1;1;1;2249
756;1;2;2;2;1;1;2;1135
757;1;2;1;5;1;1;1;1579
758;1;2;3;1;2;2;3;514
759;1;1;3;1;2;2;3;190
760;1;2;2;2;2;1;1;530
761;1;3;3;1;2;2;1;239
762;1;3;1;5;1;1;1;178
763;1;2;1;1;3;2;1;221
764;1;2;2;2;2;2;1;362
765;1;2;2;3;1;1;1;555
766;1;3;1;2;3;2;1;141
767;1;2;1;3;2;1;1;1429
768;1;2;2;1;3;2;1;128
769;1;3;2;4;3;1;1;766
770;1;2;2;2;2;1;2;1493
771;1;2;2;2;3;1;2;264
772;1;3;1;4;3;1;1;389
773;1;1;2;3;2;1;1;283
774;1;2;2;2;2;2;1;464
775;1;3;2;2;1;1;1;459
776;1;1;2;2;3;2;1;309
777;1;3;2;1;1;1;2;492
778;1;3;1;2;3;2;1;307
779;1;3;2;3;1;1;1;69
780;1;2;2;1;1;2;1;251
781;1;3;1;3;1;1;2;581
782;1;2;2;3;1;1;1;1480
783;1;3;2;2;1;1;1;147
784;1;2;2;3;1;1;2;473
785;1;2;2;3;1;1;1;138
786;1;3;1;5;1;1;1;620
787;1;2;2;1;2;1;2;516
788;1;2;2;3;1;1;1;539
789;1;3;2;3;2;1;1;165
790;1;1;2;5;1;1;1;855
791;1;1;2;3;2;1;1;731
792;1;2;2;3;1;1;1;433
793;1;1;2;2;2;1;1;377
794;1;2;2;4;1;1;1;846
795;1;1;2;2;2;1;1;418
796;1;3;2;3;2;1;1;914
797;1;1;2;3;1;1;2;870
798;1;1;2;3;1;2;1;536
799;1;2;2;2;2;1;3;1227
800;1;1;2;3;1;1;1;315
801;1;1;1;4;2;2;1;332
802;1;3;1;4;1;2;1;353
803;1;2;2;2;1;1;1;287
804;1;2;2;2;2;2;1;580
805;1;2;1;3;1;2;1;232
806;1;3;1;6;3;1;1;273
807;1;3;1;2;2;1;1;154
808;1;2;2;2;2;1;3;1482
809;1;2;3;1;2;1;2;269
810;1;3;1;2;3;1;1;763
811;1;3;2;2;2;1;1;1066
812;1;3;2;3;1;1;1;148
813;1;2;2;2;1;2;1;351
814;1;3;1;3;2;1;1;962
815;1;2;2;4;1;1;1;474
816;1;2;3;1;2;1;2;120
817;1;3;1;3;1;1;1;490
818;1;3;2;3;2;1;1;649
819;1;2;2;3;2;1;1;1179
820;1;3;2;4;1;1;1;369
821;1;2;1;2;3;2;1;250
822;1;3;1;4;2;1;1;611
823;1;1;2;3;3;1;1;331
824;1;2;2;4;2;1;1;1593
825;1;3;1;3;3;1;1;613
826;1;1;2;3;2;1;1;566
827;1;2;2;4;1;1;1;735
828;1;3;1;7;3;1;1;230
829;1;2;3;1;3;1;2;268
830;1;2;2;3;2;1;1;1252
831;1;2;2;2;1;1;2;1786
832;1;3;1;5;1;1;1;705
833;1;3;2;3;2;1;1;1331
834;1;2;2;4;1;1;1;1544
835;1;1;2;4;2;1;1;1005
836;1;3;2;5;1;1;1;564
837;1;1;2;3;2;1;1;492
838;1;1;2;6;1;1;1;398
839;1;1;2;5;1;1;1;557
840;1;2;2;3;1;1;1;1070
841;1;3;2;4;1;1;1;232
842;1;3;2;3;2;1;1;81
843;1;3;1;6;1;1;1;708
844;1;3;1;2;1;2;1;237
845;1;3;1;3;1;1;2;231
846;1;2;1;3;3;1;1;250
847;1;2;3;1;2;2;1;320
848;1;2;3;1;2;1;2;335
849;1;2;2;3;1;1;1;1061
850;1;3;1;4;1;2;1;224
851;1;2;2;3;1;1;1;362
852;1;2;2;3;1;1;1;445
853;1;3;2;3;1;1;1;138
854;1;2;3;1;2;2;1;313
855;1;2;3;1;2;2;1;238
856;1;2;2;1;2;2;1;419
857;1;2;2;3;1;1;1;1153
858;1;3;2;3;2;1;1;489
859;1;1;2;5;1;1;1;425
860;1;3;2;2;1;2;1;496
861;1;2;1;1;3;2;1;286
862;1;1;1;6;3;1;1;301
863;1;2;2;3;1;1;1;543
864;1;1;2;4;1;1;1;396
865;1;1;2;3;1;1;2;157
866;1;2;2;5;2;1;1;1143
867;1;2;1;3;3;1;1;144
868;1;1;2;3;1;1;1;328
869;1;2;3;1;2;2;1;527
870;1;1;2;3;2;1;2;928
871;1;1;2;4;1;1;1;372
872;1;2;2;3;2;1;1;1908
873;1;1;2;4;1;1;1;529
874;1;1;2;1;2;1;2;1218
875;1;1;2;2;2;2;1;307
876;1;2;2;5;1;1;1;209
877;1;1;2;2;2;1;2;634
878;1;2;1;4;1;1;1;318
879;1;3;3;1;2;2;1;396
880;1;3;1;3;2;1;1;186
881;1;3;1;2;3;2;1;273
882;1;3;1;2;3;2;1;246
883;1;2;2;1;2;2;1;389
884;1;3;1;2;3;1;1;256
885;1;3;2;3;1;2;1;668
886;1;3;3;2;3;2;1;469
887;1;3;1;2;1;1;1;138
888;1;1;3;1;2;1;2;252
889;1;2;3;1;2;1;2;349
890;1;3;2;3;1;1;1;652
891;1;2;3;2;2;1;1;273
892;1;3;2;2;3;2;1;597
893;1;3;2;4;2;1;1;636
894;1;2;3;2;2;1;1;348
895;1;3;2;2;1;1;1;200
896;1;3;2;3;1;1;1;627
897;1;1;3;1;2;2;1;121
898;1;2;2;2;1;1;2;355
899;1;3;2;3;1;1;1;562
900;1;3;3;1;2;1;2;329
901;1;2;2;1;2;1;2;1621
902;1;1;3;1;3;2;1;148
903;1;3;2;3;2;1;1;579
904;1;1;2;3;2;1;2;730
905;1;2;2;2;2;1;1;1426
906;1;3;2;2;2;1;2;585
907;1;2;2;4;1;1;1;2047
908;1;3;1;4;1;1;1;694
909;1;1;2;5;2;1;1;362
910;1;3;2;2;2;1;1;185
911;1;2;2;3;1;1;1;2217
912;1;2;2;4;1;1;2;2189
913;1;2;2;3;1;1;1;637
914;1;1;2;4;1;1;1;281
915;1;2;2;3;2;1;1;556
916;1;3;1;3;1;1;1;145
917;1;3;2;3;1;1;1;385
918;1;1;2;2;2;1;1;295
919;1;1;2;4;1;1;1;423
920;1;1;2;2;2;1;1;59
921;1;2;2;4;2;1;1;1208
922;1;3;3;2;2;1;1;352
923;1;3;3;2;2;2;1;272
924;1;2;2;2;1;2;1;273
925;1;2;3;1;2;1;2;365
926;1;3;1;2;2;2;1;321
927;1;1;2;1;3;2;1;478
928;1;2;3;1;2;2;1;383
929;1;2;3;1;2;1;2;467
930;1;3;1;3;2;1;2;588
931;1;2;2;4;1;1;1;1586
932;1;1;2;4;2;1;1;553
933;1;2;2;4;3;9;2;2588
933;2;2;2;4;1;9;1;2588
934;1;1;2;2;3;1;1;547
935;1;2;3;1;2;1;2;241
936;1;2;2;1;1;1;2;2544
937;1;2;2;1;3;2;1;664
938;1;3;1;4;1;1;1;478
939;1;3;1;3;1;1;1;537
940;1;3;1;2;2;2;1;179
941;1;3;1;3;2;2;1;225
942;1;2;2;1;2;1;2;1848
943;1;2;2;4;2;1;1;484
943;2;2;2;4;2;1;2;484
943;3;2;2;4;2;1;2;484
944;1;3;1;3;3;1;1;309
945;1;2;1;2;1;1;3;677
946;1;3;2;3;1;1;1;601
947;1;2;2;1;2;2;1;232
948;1;1;2;2;3;1;1;521
949;1;2;1;3;1;1;1;1861
950;1;1;1;7;1;1;1;338
951;1;3;2;3;2;1;1;64
952;1;3;1;4;1;1;2;483
953;1;1;2;3;1;1;1;475
954;1;1;2;4;1;1;1;344
955;1;2;2;3;2;1;1;1316
956;1;1;2;2;1;1;2;541
957;1;3;2;3;1;1;1;599
958;1;3;2;2;1;1;1;63
959;1;2;2;3;3;1;3;619
960;1;3;1;3;3;1;1;238
961;1;3;1;4;2;1;1;488
962;1;3;2;2;2;2;1;145
963;1;3;2;3;1;1;1;123
964;1;2;2;3;1;1;1;239
965;1;3;1;3;3;1;2;248
966;1;3;2;2;1;1;1;650
967;1;3;1;3;1;1;1;247
968;1;2;1;7;2;1;1;447
969;1;2;2;4;1;1;1;368
970;1;2;2;3;1;1;1;1699
971;1;2;2;1;2;2;1;2028
972;1;2;2;3;2;1;1;548
973;1;2;2;3;2;1;1;172
974;1;3;2;2;2;1;1;144
975;1;1;2;1;2;1;2;677
976;1;3;2;3;1;1;1;191
977;1;2;2;3;2;1;1;334
978;1;2;2;2;2;1;2;510
979;1;1;2;4;2;1;1;235
980;1;2;2;2;2;1;2;1071
981;1;3;2;3;1;1;1;73
982;1;1;2;4;2;1;1;373
983;1;1;2;2;2;1;2;526
984;1;3;1;3;2;1;1;545
985;1;1;2;3;2;1;3;493
986;1;1;2;3;1;1;1;428
987;1;3;1;5;3;1;1;142
988;1;1;2;3;2;1;1;478
989;1;2;2;1;2;1;2;509
990;1;1;2;4;2;1;1;656
991;1;2;2;4;1;1;1;1071
992;1;2;2;4;1;1;1;1004
993;1;2;2;3;1;1;1;1510
994;1;1;2;4;1;1;1;517
995;1;1;1;4;1;1;1;329
996;1;3;2;2;1;1;2;573
997;1;2;3;1;2;1;2;121
998;1;3;1;6;1;1;2;1100
998;2;3;1;6;1;1;2;1100
999;1;3;2;5;3;1;1;40
1000;1;3;2;3;1;1;1;131
1001;1;2;3;1;2;2;1;302
1002;1;3;1;1;3;2;1;274
1003;1;2;2;5;1;1;1;1165
1004;1;3;1;3;3;1;1;230
1005;1;3;2;3;1;1;1;174
1006;1;2;1;4;1;1;3;599
1007;1;2;1;3;2;2;1;671
1008;1;3;1;4;1;1;1;451
1009;1;1;2;2;2;1;2;747
1010;1;3;2;4;2;1;1;183
1011;1;1;3;1;3;2;1;243
1012;1;3;2;3;2;1;1;115
1013;1;3;1;3;2;1;1;198
1014;1;3;1;4;1;1;1;476
1015;1;2;2;4;2;1;1;1048
1016;1;2;2;4;2;1;1;1542
1017;1;3;2;3;1;1;1;54
1018;1;1;2;1;2;1;2;745
1019;1;2;1;4;1;1;1;333
1020;1;3;2;3;1;1;1;338
1021;1;3;1;2;1;1;1;147
1022;1;2;3;1;2;2;1;275
1023;1;3;2;4;1;1;1;725
1024;1;1;2;5;1;1;2;807
1025;1;2;2;3;2;1;1;1174
1026;1;2;2;4;1;1;1;1175
1027;1;3;3;1;2;2;1;287
1028;1;2;1;4;1;1;1;1138
1029;1;2;2;3;2;1;1;958
1030;1;3;2;3;2;1;1;771
1031;1;1;2;2;1;1;2;1280
1032;1;3;2;1;1;2;1;437
1033;1;2;2;1;2;1;2;176
1034;1;1;1;6;1;1;1;146
1035;1;1;2;3;1;1;1;1241
1036;1;2;2;3;1;1;1;1144
1037;1;2;1;5;1;1;1;456
1038;1;2;2;3;1;1;2;1262
1039;1;1;1;3;2;2;1;338
1040;1;3;2;4;1;1;1;221
1041;1;3;1;1;3;2;1;230
1042;1;2;2;4;1;1;1;1061
1043;1;1;3;1;2;1;2;407
1044;1;3;1;2;3;2;1;220
1045;1;3;3;2;2;2;1;266
1046;1;3;2;2;1;1;2;581
1047;1;3;2;4;1;1;1;112
1048;1;2;2;2;2;1;1;434
1049;1;2;2;2;3;2;1;260
1050;1;2;2;3;3;1;1;274
1051;1;2;1;3;3;1;1;271
1052;1;3;2;3;2;1;1;313
1053;1;2;2;4;2;1;1;1559
1054;1;2;1;3;3;1;3;2119
1055;1;2;2;4;2;1;1;335
1056;1;2;2;2;1;1;2;506
1057;1;2;2;1;1;1;2;1114
1058;1;2;2;2;2;1;1;459
1059;1;2;2;3;1;1;1;698
1060;1;3;2;6;1;1;1;463
1061;1;3;2;3;1;1;1;440
1062;1;3;2;4;2;1;1;512
1063;1;1;2;4;1;1;1;955
1064;1;2;2;2;2;1;1;455
1065;1;1;3;1;2;2;1;275
1066;1;3;1;4;1;1;1;173
1067;1;1;2;2;1;1;2;888
1068;1;3;1;11;1;1;1;1205
1069;1;2;2;3;1;1;2;327
1070;1;2;2;3;2;1;2;433
1071;1;1;2;4;1;1;1;1312
1072;1;1;2;1;2;1;2;717
1073;1;2;1;6;1;1;2;760
1074;1;1;2;5;1;1;1;667
1075;1;1;2;5;1;1;1;334
1076;1;1;2;5;1;1;1;385
1077;1;1;2;4;1;1;1;584
1078;1;2;2;3;1;1;1;1510
1079;1;2;2;3;3;1;1;520
1080;1;3;2;1;2;1;2;114
1081;1;3;2;4;1;1;3;553
1082;1;3;1;1;3;2;1;228
1083;1;3;1;2;2;2;1;245
1084;1;2;3;2;3;1;1;211
1085;1;2;2;2;2;2;1;268
1086;1;3;1;4;1;1;1;1008
1087;1;3;2;3;2;1;1;190
1088;1;2;2;2;2;2;3;1461
1089;1;1;2;3;1;1;1;402
1090;1;3;2;2;1;1;1;1120
1091;1;2;2;5;2;1;1;1487
1092;1;2;2;2;2;1;1;446
1093;1;1;2;4;1;1;1;568
1094;1;2;2;4;1;1;2;535
1095;1;2;2;5;1;1;1;164
1096;1;1;2;1;3;1;2;125
1097;1;1;2;2;3;2;1;853
1098;1;3;1;2;2;1;1;410
1099;1;2;2;2;1;1;1;1188
1100;1;2;2;4;1;1;1;633
1101;1;3;1;5;1;1;1;558
1102;1;3;2;3;1;1;1;515
1103;1;3;1;6;1;1;1;107
1104;1;1;2;2;2;1;2;1118
1105;1;3;2;2;2;2;1;522
1106;1;2;2;1;1;1;2;225
1107;1;1;2;4;1;1;1;321
1108;1;1;2;7;1;1;1;627
1109;1;2;2;5;3;1;1;1348
1110;1;2;2;2;1;1;2;625
1111;1;3;1;3;3;1;1;237
1112;1;2;1;6;3;1;1;278
1113;1;3;2;4;2;1;1;179
1114;1;1;2;2;3;1;2;1209
1115;1;1;2;2;3;1;1;1349
1116;1;2;2;3;2;1;1;1402
1117;1;3;2;1;3;1;2;239
1118;1;2;2;3;1;1;1;156
1119;1;2;3;1;2;1;2;1010
1120;1;1;2;1;2;1;2;1065
1121;1;3;2;2;3;1;1;238
1122;1;2;2;2;1;1;2;1433
1123;1;3;2;3;1;1;1;537
1124;1;2;2;2;3;2;1;1243
1125;1;2;2;2;2;2;1;128
1126;1;2;1;3;1;1;1;209
1127;1;3;2;3;1;1;3;284
1128;1;1;2;2;3;1;1;808
1129;1;3;1;2;1;1;1;221
1130;1;2;2;2;2;1;1;1442
1131;1;3;2;2;2;1;1;570
1132;1;2;2;3;1;1;2;1857
1133;1;2;1;2;3;1;1;271
1134;1;2;2;4;1;1;1;489
1135;1;1;2;4;1;1;1;547
1136;1;2;1;5;1;1;1;545
1137;1;2;2;3;1;1;2;2224
1138;1;3;2;3;2;1;1;65
1139;1;1;1;3;1;1;1;1270
1140;1;2;2;3;1;1;1;1488
1141;1;2;2;2;2;1;1;624
1142;1;2;2;3;2;1;1;201
1143;1;1;2;5;1;1;1;616
1144;1;2;2;3;3;1;1;157
1145;1;2;1;3;2;1;1;431
1146;1;2;1;4;3;1;3;241
1147;1;2;1;2;3;2;1;148
1148;1;3;1;4;1;1;1;711
1149;1;2;1;3;1;1;1;387
1150;1;3;1;3;1;1;3;113
1151;1;2;1;2;1;2;3;1304
1152;1;1;2;4;2;1;1;303
1153;1;2;3;1;2;2;1;211
1154;1;2;3;1;2;1;2;341
1155;1;3;1;3;1;1;1;110
1156;1;2;2;4;2;1;1;620
1157;1;2;2;3;1;1;1;620
1158;1;2;2;1;2;1;2;301
1159;1;2;3;1;2;1;2;207
1160;1;2;3;1;2;1;2;569
1161;1;2;3;1;2;2;3;293
1162;1;3;2;4;1;1;1;525
1163;1;2;2;1;1;2;3;286
1164;1;3;1;3;2;1;1;152
1165;1;3;2;3;1;1;1;575
1166;1;3;2;4;1;1;1;656
1167;1;1;2;3;1;1;1;1051
1168;1;2;2;4;2;1;1;1293
1169;1;2;3;1;2;1;2;242
1170;1;1;2;4;1;1;1;457
1171;1;1;2;4;1;1;1;369
1172;1;3;1;5;1;1;1;611
1173;1;3;2;3;1;1;1;1193
1174;1;2;1;4;1;1;1;358
1175;1;1;2;2;2;1;2;1162
1176;1;1;2;5;1;1;1;223
1177;1;1;2;3;1;1;1;620
1178;1;1;2;4;1;1;1;1131
1179;1;2;2;3;1;1;1;531
1180;1;2;3;1;3;2;1;484
1181;1;2;3;1;2;1;2;380
1182;1;2;2;4;2;1;3;318
1183;1;2;3;1;3;1;2;397
1184;1;3;2;3;1;1;1;146
1185;1;2;1;3;3;2;1;332
1186;1;3;1;3;1;1;3;793
1187;1;3;1;4;3;1;1;191
1188;1;2;2;5;1;1;1;557
1189;1;3;1;6;1;1;2;561
1190;1;2;1;3;3;1;2;1188
1191;1;2;2;2;2;1;2;1114
1192;1;2;2;2;3;2;1;884
1193;1;3;1;2;1;2;1;150
1194;1;2;3;1;3;1;2;409
1195;1;2;2;3;1;1;2;655
1196;1;3;1;5;1;1;1;706
1197;1;1;2;4;2;1;2;864
1198;1;2;2;5;1;1;1;174
1199;1;3;2;2;2;1;1;74
1200;1;3;2;4;1;1;2;464
1201;1;1;2;3;1;1;1;969
1202;1;2;2;5;1;1;1;457
1203;1;2;2;4;1;1;1;716
1204;1;3;2;3;1;1;1;380
1205;1;2;1;5;1;1;1;1663
1206;1;2;2;2;1;1;2;1862
1207;1;1;2;4;1;1;1;416
1208;1;2;1;4;1;1;1;481
1209;1;2;2;2;2;1;2;1238
1210;1;1;2;8;3;1;1;64
1211;1;1;2;3;1;1;1;596
1212;1;2;1;4;1;1;1;1165
1213;1;1;2;3;1;1;3;740
1214;1;2;2;3;1;1;1;586
1215;1;2;2;2;2;1;2;451
1216;1;2;2;2;3;1;1;1435
1217;1;3;3;1;2;2;1;402
1218;1;2;1;3;1;1;1;339
1219;1;2;3;3;3;1;2;228
1220;1;3;1;4;1;1;1;135
1221;1;3;1;5;2;1;1;318
1222;1;3;1;4;1;1;1;309
1223;1;3;1;3;1;1;1;146
1224;1;2;3;1;2;1;2;166
1225;1;2;2;2;1;1;2;1115
1226;1;2;2;3;3;1;1;1137
1227;1;3;1;6;1;1;1;384
1228;1;2;3;1;2;2;1;130
1229;1;1;2;1;3;2;1;800
1230;1;3;2;3;1;1;1;499
1231;1;2;2;4;3;1;1;229
1232;1;1;2;2;1;1;2;126
1233;1;2;1;5;3;1;1;288
1234;1;3;2;3;1;1;1;64
1235;1;2;2;2;2;1;2;632
1236;1;1;2;2;2;1;2;1502
1237;1;2;2;3;1;1;2;603
1238;1;3;2;3;1;1;1;530
1239;1;2;2;2;2;1;1;1771
1240;1;3;1;6;1;1;1;62
1241;1;2;1;4;1;1;1;716
1242;1;1;2;4;1;1;1;837
1243;1;1;2;2;1;1;2;1381
1244;1;2;1;2;1;1;2;1923
1245;1;1;2;3;1;1;2;268
1246;1;3;2;3;1;1;1;504
1247;1;2;1;4;1;1;1;1290
1248;1;3;2;4;1;1;2;741
1249;1;2;2;1;3;1;2;1554
1250;1;3;2;2;2;1;3;115
1251;1;3;1;4;3;1;1;291
1252;1;3;2;3;1;1;1;58
1253;1;2;2;2;2;1;2;1499
1254;1;2;2;3;2;1;1;591
1255;1;2;2;4;1;1;1;633
1256;1;2;3;1;2;2;1;301
1257;1;3;2;3;1;1;1;101
1258;1;2;2;2;1;1;1;382
1259;1;3;2;2;1;1;2;383
1260;1;3;2;3;3;1;2;471
1261;1;2;2;2;2;1;2;204
1262;1;2;1;4;1;1;2;375
1263;1;2;2;3;1;1;1;1820
1264;1;2;2;1;2;1;2;374
1265;1;2;2;3;2;1;2;254
1266;1;1;2;2;2;1;2;1008
1267;1;1;2;4;3;1;1;910
1268;1;2;3;2;2;1;1;403
1269;1;2;2;4;1;1;1;582
1270;1;2;2;4;2;1;1;161
1271;1;2;2;2;2;1;1;2488
1272;1;1;2;9;1;1;1;56
1273;1;2;2;1;1;1;2;1554
1274;1;1;2;4;1;1;1;444
1275;1;1;2;2;1;1;2;807
1276;1;2;1;2;3;2;3;571
1277;1;3;2;4;1;2;1;1383
1278;1;2;2;2;2;1;2;362
1279;1;3;2;3;2;1;1;610
1280;1;1;2;2;3;2;1;456
1281;1;2;2;3;1;1;1;2174
1282;1;1;2;4;1;1;2;963
1283;1;1;3;1;2;1;2;317
1284;1;1;2;1;3;2;1;1242
1285;1;3;2;3;2;1;2;144
1286;1;2;2;3;1;1;1;1763
1287;1;2;2;3;1;1;1;302
1288;1;2;3;1;2;1;2;196
1289;1;2;2;3;1;1;1;1537
1290;1;2;3;2;2;1;1;284
1291;1;2;3;1;2;1;2;227
1292;1;2;3;3;3;2;1;167
1293;1;2;2;1;1;2;1;502
1294;1;2;1;4;1;1;1;410
1295;1;2;2;5;1;1;1;384
1296;1;1;2;3;2;1;1;1276
1297;1;1;1;4;1;1;1;801
1298;1;3;2;4;1;1;2;532
1299;1;3;2;2;1;1;1;580
1300;1;3;2;2;2;1;2;1001
1301;1;2;3;1;2;1;2;251
1302;1;2;3;1;1;1;2;273
1303;1;1;1;5;1;1;1;617
1304;1;2;2;4;1;1;1;1325
1305;1;2;3;1;2;1;2;396
1306;1;2;1;1;3;1;2;302
1307;1;2;2;2;3;1;1;955
1308;1;2;2;1;3;2;1;149
1309;1;3;2;2;1;1;1;54
1310;1;3;2;3;1;2;3;372
1311;1;3;2;3;1;1;1;42
1312;1;3;2;4;1;1;1;146
1313;1;3;1;4;1;1;1;550
1314;1;3;1;2;3;1;1;221
1315;1;2;3;1;2;2;1;220
1316;1;3;2;2;1;1;2;502
1317;1;2;1;5;1;1;1;1098
1318;1;3;1;2;3;1;1;221
1319;1;2;2;1;3;1;2;2229
1320;1;3;2;2;1;1;2;463
1321;1;3;1;7;1;1;2;54
1322;1;2;1;4;1;1;1;1477
1323;1;3;1;4;1;1;1;437
1324;1;2;1;4;1;1;1;164
1325;1;1;2;6;1;1;1;149
1326;1;2;3;1;2;1;2;369
1327;1;1;2;5;1;1;1;156
1328;1;2;2;3;1;1;1;719
1329;1;3;1;5;1;1;1;617
1330;1;2;2;5;1;1;1;1001
1331;1;3;2;3;1;1;1;54
1332;1;1;2;2;1;1;2;791
1333;1;1;2;3;1;1;1;130
1334;1;1;2;2;3;1;1;789
1335;1;3;1;3;1;1;1;160
1336;1;3;2;4;3;1;1;504
1337;1;3;1;3;3;1;1;229
1338;1;2;1;3;2;1;1;349
1339;1;3;2;3;2;1;3;198
1340;1;2;2;3;1;1;1;523
1341;1;1;2;5;1;1;1;491
1342;1;3;2;3;1;1;1;130
1343;1;1;2;3;3;1;1;808
1344;1;3;2;2;1;1;1;637
1345;1;3;1;3;1;1;1;540
1346;1;2;2;4;1;1;2;813
1347;1;3;3;1;2;2;1;535
1348;1;3;1;6;1;1;1;365
1349;1;3;2;3;1;1;1;550
1350;1;2;3;1;3;2;1;162
1351;1;1;2;2;2;1;2;1015
1352;1;3;2;2;2;1;3;61
1353;1;3;2;3;1;1;1;496
1354;1;1;2;3;1;1;1;405
1355;1;3;1;5;1;1;1;596
1356;1;3;2;3;2;1;1;65
1357;1;1;2;4;1;1;1;684
1358;1;2;2;4;1;1;1;212
1359;1;1;2;3;1;1;3;612
1360;1;2;2;4;1;1;2;643
1361;1;2;2;2;1;1;2;1122
1362;1;2;1;5;1;1;1;1926
1363;1;3;2;2;3;1;1;440
1364;1;3;2;2;2;1;1;397
1365;1;2;2;3;1;1;1;1105
1366;1;3;2;3;1;1;1;122
1367;1;2;2;3;1;2;1;284
1368;1;3;1;3;1;1;1;582
1369;1;2;3;1;2;1;2;368
1370;1;2;2;4;1;1;2;546
1371;1;2;2;2;2;1;2;602
1372;1;2;2;2;3;1;1;479
1373;1;3;2;4;1;1;2;502
1374;1;2;3;1;2;1;2;440
1375;1;2;2;4;2;1;1;755
1376;1;2;2;2;3;1;2;620
1377;1;2;2;4;1;1;1;599
1378;1;3;2;4;1;1;1;475
1379;1;2;1;4;1;1;2;480
1380;1;2;2;2;2;1;1;1488
1381;1;2;2;3;1;1;2;1357
1382;1;1;2;3;1;1;1;923
1383;1;3;2;2;1;1;1;171
1384;1;2;2;3;1;1;1;158
1385;1;3;2;4;1;1;1;136
1386;1;3;2;4;1;1;3;541
1387;1;2;2;1;2;1;2;1478
1388;1;1;2;3;1;1;2;805
1389;1;1;2;5;1;1;1;789
1390;1;3;2;2;1;1;2;562
1391;1;3;2;3;1;1;1;535
1392;1;1;2;2;1;1;2;191
1393;1;2;2;2;3;1;2;468
1394;1;2;2;4;1;1;1;2061
1395;1;1;2;5;1;1;1;314
1396;1;1;2;3;1;1;2;125
1397;1;2;1;2;3;1;1;239
1398;1;3;2;3;1;2;1;168
1399;1;3;1;3;1;2;1;263
1400;1;2;2;2;1;1;2;409
1401;1;3;2;2;2;1;1;639
1402;1;2;2;3;2;1;2;1357
1403;1;3;1;2;3;2;1;257
1404;1;1;2;4;3;1;1;1570
1405;1;2;1;3;3;1;3;248
1406;1;2;2;3;1;1;1;1500
1407;1;1;2;3;1;1;1;873
1408;1;3;1;4;1;1;1;594
1409;1;2;2;3;2;1;1;1270
1410;1;3;1;9;1;1;1;282
1411;1;3;2;3;1;1;2;801
1412;1;3;1;5;1;1;1;768
1413;1;2;2;3;1;1;1;1409
1414;1;2;2;4;1;1;1;149
1415;1;2;2;2;3;1;1;1127
1416;1;3;2;4;1;1;1;488
1417;1;2;2;5;1;1;1;1301
1418;1;1;2;3;2;1;2;191
1419;1;1;2;3;2;1;3;589
1420;1;3;2;4;1;1;1;464
1421;1;2;2;5;1;1;1;1418
1422;1;2;2;5;1;1;1;1213
1423;1;2;2;3;1;1;2;458
1424;1;2;2;3;1;1;1;1735
1425;1;2;2;3;2;1;1;1115
1426;1;1;2;4;1;1;1;807
1427;1;3;2;3;1;1;1;74
1428;1;2;1;2;1;1;1;1865
1429;1;3;1;6;1;1;2;137
1430;1;2;2;2;2;1;1;442
1431;1;2;3;2;3;1;1;208
1432;1;3;2;4;1;1;2;502
1433;1;3;2;3;1;2;1;271
1434;1;3;1;3;1;1;1;555
1435;1;3;2;4;2;1;1;519
1436;1;3;1;4;3;1;1;118
1437;1;3;2;3;2;1;2;481
1438;1;2;2;3;2;1;2;965
1439;1;2;2;3;1;1;2;328
1440;1;3;2;3;1;1;1;854
1441;1;3;1;4;1;1;1;620
1442;1;3;2;2;2;2;1;505
1443;1;3;2;3;1;1;2;43
1444;1;3;1;4;1;1;1;125
1445;1;1;2;2;1;1;2;942
1446;1;1;2;3;2;1;1;1023
1447;1;1;2;6;1;1;1;431
1448;1;1;2;4;1;1;1;560
1449;1;3;2;4;1;1;1;459
1450;1;2;2;2;1;1;2;633
1451;1;1;2;5;1;1;2;190
1452;1;3;2;3;1;1;2;119
1453;1;2;2;2;2;1;2;374
1454;1;1;2;3;1;1;1;961
1455;1;2;2;2;1;1;2;492
1456;1;2;2;1;1;2;1;179
1457;1;1;2;1;1;1;2;125
1458;1;1;2;3;1;1;2;960
1459;1;3;1;3;1;1;1;947
1460;1;2;2;3;1;1;1;550
1461;1;2;2;2;3;1;1;410
1462;1;3;1;2;1;1;1;248
1463;1;2;1;4;1;1;3;1644
1464;1;2;2;1;1;1;2;1249
1465;1;2;2;2;1;1;2;589
1466;1;3;2;3;1;1;1;509
1467;1;1;2;4;2;1;1;685
1468;1;2;2;2;2;1;2;736
1469;1;2;2;1;3;1;2;1238
1470;1;3;1;4;1;1;1;755
1471;1;1;2;1;3;1;2;626
1472;1;3;2;4;1;1;3;683
1473;1;3;2;2;2;1;1;459
1474;1;1;2;2;1;1;2;1004
1475;1;3;2;3;2;1;2;493
1476;1;1;2;4;1;1;1;1225
