id;nhogar;zona;v2_3;v4;h2_2;hacinam_3;tipoho_2;fexp
1477;1;2;2;4;1;1;1;1771
1478;1;2;1;4;1;1;1;2321
1479;1;1;2;4;1;1;1;791
1480;1;2;2;4;1;1;1;1761
1481;1;2;2;3;1;1;1;359
1482;1;3;1;3;1;1;1;506
1483;1;1;2;3;1;1;2;130
1484;1;1;2;4;3;1;1;111
1485;1;2;2;3;1;1;2;786
1486;1;2;2;3;1;1;1;1243
1487;1;1;2;3;1;1;2;1211
1488;1;2;2;4;1;1;1;361
1489;1;2;2;2;1;1;2;1121
1490;1;2;2;3;1;1;1;359
1491;1;1;2;2;1;1;2;953
1492;1;3;1;3;1;1;1;487
1493;1;3;2;4;1;1;1;57
1494;1;3;3;2;3;1;3;150
1495;1;2;1;3;1;1;1;1231
1496;1;3;2;1;1;2;1;712
1497;1;3;3;1;3;1;2;314
1498;1;3;2;3;1;1;2;412
1499;1;3;2;2;1;2;1;605
1500;1;3;1;5;1;1;1;443
1501;1;2;1;2;1;2;1;1802
1502;1;2;3;1;2;2;1;377
1503;1;2;3;1;2;1;2;236
1504;1;2;2;4;1;1;1;786
1505;1;2;2;2;1;1;2;828
1506;1;2;2;3;3;1;1;434
1507;1;2;2;3;1;1;1;1308
1508;1;3;2;3;1;1;1;52
1509;1;3;2;2;2;1;1;205
1510;1;3;2;3;1;1;1;129
1511;1;3;2;3;2;1;1;1324
1512;1;2;1;4;1;1;1;152
1513;1;3;2;2;2;2;3;592
1514;1;1;1;3;1;1;2;716
1515;1;1;2;2;2;1;2;1205
1516;1;2;1;3;1;1;1;1366
1517;1;2;2;2;3;1;2;1444
1518;1;3;2;2;2;1;1;500
1519;1;2;1;6;1;1;2;1011
1520;1;2;1;3;1;1;1;174
1521;1;3;2;4;1;1;1;66
1522;1;1;2;4;1;1;1;437
1523;1;3;1;6;1;1;2;936
1524;1;3;2;2;1;1;2;98
1525;1;1;2;3;1;1;2;113
1526;1;3;2;2;1;1;1;464
1527;1;2;3;1;2;2;1;286
1528;1;2;2;3;1;1;2;614
1529;1;3;1;4;1;1;1;1101
1530;1;2;3;2;3;1;2;170
1531;1;3;2;2;1;1;2;239
1532;1;1;2;2;2;1;2;618
1533;1;2;2;3;2;1;2;431
1534;1;2;3;1;2;1;2;362
1535;1;2;3;2;3;1;1;840
1536;1;2;3;1;2;1;2;288
1537;1;3;1;3;1;1;2;606
1538;1;3;2;2;2;1;1;464
1539;1;3;2;3;1;1;2;129
1540;1;2;3;1;2;2;1;360
1541;1;1;3;1;2;1;2;182
1542;1;2;2;3;1;1;1;1486
1543;1;2;2;3;1;1;2;1300
1544;1;3;2;3;1;1;1;506
1545;1;2;2;2;1;1;2;426
1546;1;2;2;2;1;1;2;1430
1547;1;2;2;3;2;1;1;624
1548;1;3;2;2;2;1;2;57
1549;1;2;2;3;2;1;1;1642
1550;1;1;2;1;1;1;2;573
1551;1;1;2;3;1;1;2;559
1552;1;1;2;4;1;1;1;236
1553;1;2;2;4;1;1;2;591
1554;1;3;1;3;1;1;1;1311
1555;1;2;1;3;1;1;2;448
1556;1;1;2;3;1;1;2;584
1557;1;1;2;4;1;1;2;645
1558;1;1;2;5;1;1;2;1003
1559;1;1;2;4;1;1;1;587
1560;1;2;2;1;1;1;2;392
1561;1;2;1;5;1;1;1;563
1562;1;2;2;4;1;1;1;1008
1563;1;2;2;2;1;1;1;411
1564;1;2;1;4;3;1;1;311
1565;1;2;1;1;3;2;1;285
1566;1;3;1;2;3;2;1;291
1567;1;2;2;3;3;1;3;374
1568;1;2;2;4;3;1;1;374
1569;1;1;2;1;3;2;1;391
1570;1;3;2;2;3;1;1;463
1571;1;3;2;3;1;1;1;541
1572;1;2;3;1;2;2;3;359
1573;1;2;2;4;1;1;1;1248
1574;1;3;1;4;1;1;1;48
1575;1;2;2;3;1;1;1;945
1576;1;2;2;3;2;1;1;945
1577;1;2;2;3;1;1;1;625
1578;1;2;1;5;1;1;1;436
1579;1;2;2;2;2;1;2;460
1580;1;2;2;4;1;1;1;1593
1581;1;2;2;3;1;1;1;169
1582;1;2;2;2;2;1;2;776
1583;1;3;2;3;1;1;1;218
1584;1;1;2;4;1;1;1;330
1585;1;2;2;4;1;1;3;1753
1586;1;2;2;3;2;1;3;163
1587;1;2;2;4;3;1;2;753
1588;1;3;2;3;1;1;1;496
1589;1;1;2;3;1;1;1;594
1590;1;2;2;3;1;1;1;376
1591;1;3;3;2;9;1;1;315
1592;1;2;1;4;1;1;1;2322
1593;1;1;2;3;1;1;2;574
1594;1;3;1;3;1;1;1;135
1595;1;1;2;4;1;1;1;389
1596;1;2;1;4;1;1;1;655
1597;1;2;2;3;1;1;2;438
1598;1;3;1;3;1;1;1;721
1599;1;1;2;5;2;1;3;329
1600;1;3;2;2;2;2;1;1237
1601;1;3;1;7;3;1;1;458
1601;2;3;1;7;3;1;1;458
1602;1;3;1;4;1;1;3;145
1603;1;2;3;1;2;1;2;178
1604;1;2;1;5;1;1;1;1297
1605;1;3;1;2;1;1;1;497
1606;1;3;2;3;1;1;1;635
1607;1;3;2;1;2;1;2;500
1608;1;3;2;2;1;1;1;115
1609;1;2;2;4;1;1;1;1365
1610;1;3;1;4;1;1;1;530
1611;1;3;1;4;1;1;2;580
1612;1;1;2;1;1;1;2;856
1613;1;1;1;2;1;1;1;317
1614;1;2;2;3;1;1;1;545
1615;1;3;1;3;1;1;1;116
1616;1;2;2;3;2;1;2;522
1617;1;3;2;3;1;1;3;741
1618;1;1;2;2;1;1;2;1175
1619;1;3;1;4;1;1;1;504
1620;1;3;1;2;1;1;2;239
1621;1;2;1;3;1;1;2;147
1622;1;2;2;2;1;1;2;506
1623;1;1;2;3;2;1;1;761
1624;1;1;2;4;1;1;3;342
1625;1;3;1;4;1;1;1;48
1626;1;3;2;6;1;1;1;1090
1626;2;3;2;6;3;2;1;1090
1627;1;2;2;2;1;1;2;460
1628;1;3;3;1;2;1;2;238
1629;1;1;2;3;2;1;1;349
1630;1;1;2;2;1;1;2;551
1631;1;2;2;2;2;1;1;164
1632;1;1;2;4;1;1;1;571
1633;1;2;2;4;1;1;1;484
1634;1;1;2;3;1;1;2;730
1635;1;2;2;3;1;1;1;1177
1636;1;1;2;4;1;1;1;424
1637;1;1;2;3;1;1;1;744
1638;1;2;2;2;2;1;2;658
1639;1;1;3;1;2;1;2;230
1640;1;2;2;1;2;1;2;1429
1641;1;2;3;3;1;1;1;453
1642;1;3;2;2;1;1;2;561
1643;1;2;2;2;2;1;2;1367
1644;1;2;1;3;1;1;1;468
1645;1;2;3;1;2;1;2;304
1646;1;2;3;1;2;2;1;191
1647;1;2;1;3;1;1;1;1987
1648;1;2;2;3;1;1;2;135
1649;1;3;1;4;3;2;1;1039
1650;1;2;2;3;3;1;3;458
1651;1;1;2;4;2;1;1;584
1652;1;1;2;3;3;1;1;508
1653;1;2;2;3;1;1;2;492
1654;1;2;2;2;3;1;2;1588
1655;1;3;2;2;3;1;1;550
1656;1;2;2;3;1;1;2;753
1657;1;3;2;3;1;1;2;604
1658;1;1;2;5;1;1;2;716
1659;1;2;2;2;2;2;1;717
1660;1;1;2;3;2;1;1;349
1661;1;1;2;3;1;1;2;96
1662;1;1;1;4;1;1;1;294
1663;1;1;2;5;1;1;1;354
1664;1;3;2;2;1;1;3;971
1665;1;3;2;3;1;1;2;147
1666;1;2;3;1;2;1;2;178
1667;1;3;2;4;3;1;3;563
1668;1;3;2;3;2;1;1;286
1669;1;3;2;3;1;1;1;464
1670;1;1;2;2;2;1;1;790
1671;1;3;2;4;1;1;1;135
1672;1;1;2;2;1;1;1;362
1673;1;3;1;4;1;1;1;112
1674;1;2;2;2;1;1;2;1610
1675;1;2;2;1;1;1;2;1369
1676;1;3;1;3;1;1;1;286
1677;1;1;2;2;1;1;2;534
1678;1;3;2;4;2;1;2;58
1679;1;3;2;3;1;1;1;236
1680;1;3;2;2;1;1;2;106
1681;1;2;2;3;1;1;2;1240
1682;1;2;2;3;1;1;2;1369
1683;1;3;3;3;2;1;1;276
1684;1;3;2;3;1;1;2;506
1685;1;3;2;3;1;1;1;540
1686;1;1;2;1;1;1;2;588
1687;1;2;1;3;2;1;2;394
1688;1;1;2;3;1;1;2;806
1689;1;1;2;2;1;1;2;689
1690;1;3;1;3;1;1;1;826
1691;1;2;1;3;3;1;2;1759
1692;1;2;2;1;2;1;2;483
1693;1;1;2;5;1;1;1;405
1694;1;2;2;3;1;1;2;1772
1695;1;3;1;4;1;1;1;301
1696;1;2;2;1;1;1;2;2174
1697;1;2;2;3;1;1;2;537
1698;1;2;2;2;1;1;2;1516
1699;1;2;2;4;1;1;2;1063
1700;1;3;1;1;2;1;2;220
1701;1;3;1;3;3;1;1;220
1702;1;3;2;1;2;2;1;118
1703;1;2;1;2;3;2;1;347
1704;1;3;1;3;1;1;2;184
1705;1;1;2;3;1;1;1;420
1706;1;2;1;2;1;1;1;589
1707;1;2;1;3;1;1;2;565
1708;1;1;2;2;3;1;1;698
1709;1;1;2;3;1;1;1;387
1710;1;2;3;1;2;1;2;168
1711;1;3;2;2;1;1;2;543
1712;1;3;2;2;2;1;2;543
1713;1;2;2;2;1;1;2;359
1714;1;3;1;6;1;1;2;728
1715;1;2;2;4;1;1;1;358
1716;1;1;2;5;1;1;1;327
1717;1;2;2;4;1;1;1;619
1718;1;1;2;2;1;1;1;419
1719;1;2;2;2;2;1;2;460
1720;1;2;2;2;1;1;2;439
1721;1;2;2;2;1;1;2;1181
1722;1;1;1;6;1;1;1;302
1723;1;1;2;4;1;1;1;461
1724;1;2;3;1;2;1;2;202
1725;1;2;3;1;3;2;1;187
1726;1;3;2;4;1;1;2;74
1727;1;3;2;1;2;1;2;559
1728;1;3;3;1;2;1;2;239
1729;1;2;2;3;1;1;2;448
1730;1;2;2;3;1;1;1;694
1731;1;3;1;3;1;1;1;105
1732;1;2;3;2;3;2;3;185
1733;1;1;2;3;9;1;1;314
1734;1;2;3;1;2;1;2;187
1735;1;2;2;2;1;1;1;374
1736;1;2;2;1;2;1;2;575
1737;1;2;2;3;1;1;1;1975
1738;1;2;2;3;1;1;2;690
1739;1;1;3;1;2;1;2;217
1740;1;3;2;2;3;1;1;218
1741;1;1;2;3;1;1;2;417
1742;1;3;2;3;1;1;1;912
1743;1;3;1;4;1;1;1;486
1744;1;1;2;5;1;1;1;440
1745;1;2;2;3;1;1;2;146
1746;1;2;1;3;1;1;1;572
1747;1;3;2;3;1;1;2;73
1748;1;2;2;3;1;1;1;945
1749;1;2;2;3;2;1;1;521
1750;1;1;1;4;1;1;2;578
1751;1;3;2;2;2;1;2;46
1752;1;1;1;2;1;1;1;410
1753;1;3;2;3;1;1;1;458
1754;1;2;1;3;1;1;1;374
1755;1;3;2;3;3;1;2;120
1756;1;2;2;1;2;1;2;195
1757;1;3;2;2;2;1;2;437
1758;1;2;1;3;1;1;1;1297
1759;1;3;2;2;2;1;2;442
1760;1;2;3;1;3;1;2;376
1761;1;2;2;3;1;1;1;409
1762;1;1;2;7;1;1;1;332
1763;1;2;1;3;1;1;2;921
1764;1;1;1;3;1;2;1;345
1765;1;2;2;1;2;1;2;1415
1766;1;2;2;3;1;1;2;483
1767;1;3;2;2;2;1;2;412
1768;1;1;2;4;1;1;1;496
1769;1;3;1;5;1;1;1;49
1770;1;1;2;8;1;1;2;668
1771;1;3;2;4;1;1;1;679
1772;1;2;2;3;1;1;2;1618
1773;1;1;2;2;1;1;2;574
1774;1;1;2;4;1;1;2;716
1775;1;1;2;4;1;1;1;402
1776;1;1;2;2;1;1;2;646
1777;1;3;2;2;1;1;2;625
1778;1;3;1;5;1;1;1;219
1779;1;3;1;4;1;1;2;607
1780;1;3;2;3;1;1;3;648
1781;1;2;1;4;1;1;3;343
1782;1;2;1;2;1;1;2;392
1783;1;2;2;3;1;1;1;1583
1784;1;3;1;1;3;2;1;218
1785;1;3;1;2;2;1;2;437
1786;1;2;2;3;1;1;2;195
1787;1;1;2;5;1;1;3;404
1788;1;2;1;3;1;1;1;1664
1789;1;1;2;3;1;1;2;1006
1790;1;2;1;6;1;1;2;706
1791;1;3;2;4;1;1;1;494
1792;1;1;1;4;1;1;1;656
1793;1;2;2;2;1;1;2;394
1794;1;2;3;1;2;1;2;316
1795;1;3;2;3;1;1;1;42
1796;1;2;2;3;1;1;3;550
1797;1;1;2;3;3;1;1;634
1798;1;3;2;1;1;1;2;412
1799;1;1;2;5;1;1;2;783
1800;1;1;2;3;1;1;1;453
1801;1;2;1;4;1;1;2;327
1802;1;1;2;2;1;1;2;97
1803;1;2;2;4;1;1;1;639
1804;1;1;2;4;2;1;1;315
1805;1;2;1;8;1;1;1;1056
1806;1;2;3;1;3;2;3;179
1807;1;3;1;3;1;1;2;119
1808;1;3;1;2;1;1;2;129
1809;1;3;1;3;2;1;3;664
1810;1;3;2;2;1;1;1;1236
1811;1;1;1;3;1;1;2;124
1812;1;3;2;3;1;1;3;292
1813;1;2;1;4;1;1;1;151
1814;1;2;2;5;1;1;2;146
1815;1;1;2;3;1;1;1;481
1816;1;1;2;2;1;1;2;899
1817;1;2;2;2;1;1;1;1583
1818;1;2;2;2;2;1;2;1300
1819;1;3;2;1;2;1;2;834
1820;1;2;2;2;2;1;2;353
1821;1;3;1;4;1;1;1;168
1822;1;1;2;2;1;1;2;590
1823;1;2;2;3;1;1;2;157
1824;1;3;2;4;1;1;1;673
1825;1;3;1;3;1;1;2;797
1826;1;1;2;2;1;1;2;623
1827;1;1;2;2;1;1;2;953
1828;1;1;2;4;1;1;2;1028
1829;1;2;2;2;1;1;2;460
1830;1;1;2;4;1;1;1;328
1831;1;2;2;4;1;1;1;1583
1832;1;1;2;2;2;1;2;604
1833;1;2;2;3;1;1;1;2018
1834;1;1;2;2;1;1;2;903
1835;1;1;2;2;1;1;2;581
1836;1;3;1;3;1;1;1;141
1837;1;2;3;1;2;1;2;170
1838;1;3;2;2;1;1;2;603
1839;1;3;2;2;3;1;2;165
1840;1;3;2;4;1;1;3;282
1841;1;3;2;2;1;1;2;500
1842;1;2;3;1;3;1;2;202
1843;1;2;2;3;2;1;1;409
1844;1;3;1;1;3;2;1;220
1845;1;2;2;2;1;1;2;157
1846;1;3;2;2;1;1;3;599
1847;1;2;3;1;2;2;1;333
1848;1;1;2;3;1;1;2;1007
1849;1;2;2;3;1;1;2;2275
1850;1;2;2;3;1;1;2;1370
1851;1;3;2;4;1;1;2;479
1852;1;3;2;2;1;1;2;381
1853;1;1;2;3;1;1;2;716
1854;1;1;1;2;1;1;1;790
1855;1;1;2;3;1;1;2;756
1856;1;2;2;3;1;1;2;1416
1857;1;2;2;4;1;1;1;1009
1858;1;1;2;3;1;1;1;583
1859;1;1;2;3;1;1;2;752
1860;1;3;2;2;1;1;1;68
1861;1;2;2;3;1;1;2;461
1862;1;1;2;3;1;1;1;368
1863;1;1;2;5;1;1;2;417
1864;1;2;2;3;1;1;2;906
1865;1;2;2;3;1;1;2;1595
1866;1;2;3;1;3;1;2;186
1867;1;3;2;3;1;1;1;229
1868;1;3;2;2;1;1;1;506
1869;1;3;1;2;1;1;3;877
1870;1;1;2;4;1;1;2;623
1871;1;2;1;4;1;1;1;1822
1872;1;2;2;2;1;1;1;1861
1873;1;2;1;3;1;1;1;356
1874;1;1;1;3;1;1;2;735
1875;1;3;1;2;3;1;2;539
1876;1;1;2;2;2;1;1;401
1877;1;3;2;3;1;1;1;475
1878;1;3;1;2;1;1;2;613
1879;1;1;2;1;1;1;2;778
1880;1;1;2;3;1;1;2;1028
1881;1;1;2;4;1;1;2;925
1882;1;2;2;3;1;1;1;1392
1883;1;1;2;4;1;1;2;1083
1884;1;1;2;3;1;1;3;302
1885;1;1;2;3;1;1;2;752
1886;1;1;2;3;1;1;1;252
1887;1;1;2;2;1;1;2;602
1888;1;2;1;2;1;1;2;2126
1889;1;3;1;3;1;1;1;202
1890;1;3;2;3;3;1;2;129
1891;1;2;2;2;1;1;2;345
1892;1;3;1;3;1;1;1;763
1893;1;3;1;1;3;2;1;219
1894;1;1;1;3;1;1;1;330
1895;1;1;2;5;1;1;3;419
1896;1;1;2;2;3;1;2;596
1897;1;2;2;2;1;1;2;1160
1898;1;1;2;4;1;1;3;366
1899;1;3;1;3;1;1;1;649
1900;1;3;2;1;3;1;2;708
1901;1;3;1;3;1;1;2;572
1902;1;2;1;3;1;1;1;531
1903;1;2;2;7;1;1;1;1159
1904;1;1;2;2;1;1;2;1119
1905;1;1;2;3;1;1;1;199
1906;1;1;2;4;1;1;2;672
1907;1;2;2;4;1;1;1;509
1908;1;1;2;2;1;1;2;953
1909;1;1;2;4;3;1;2;601
1910;1;2;2;3;1;1;1;1857
1911;1;1;2;3;3;1;2;716
1912;1;2;2;2;1;1;2;905
1913;1;1;2;2;3;1;2;866
1914;1;3;1;3;1;1;2;126
1915;1;1;2;3;1;1;2;716
1916;1;2;1;1;3;1;2;288
1917;1;1;2;3;3;1;2;626
1918;1;2;2;2;1;1;2;1378
1919;1;2;2;4;2;1;1;168
1920;1;2;2;3;1;1;2;1444
1921;1;2;2;3;1;1;1;368
1922;1;3;2;2;1;1;2;59
1923;1;1;2;4;1;1;2;100
1924;1;2;2;2;1;1;2;1253
1925;1;1;2;4;1;1;2;742
1926;1;2;1;4;1;1;1;409
1927;1;2;2;3;1;1;2;1159
1928;1;2;2;4;1;1;1;387
1929;1;2;2;4;1;1;1;524
1930;1;3;1;2;1;1;1;544
1931;1;1;2;3;1;1;2;581
1932;1;2;2;2;1;1;2;1464
1933;1;2;3;1;3;1;2;192
1934;1;3;1;3;1;1;1;569
1935;1;2;2;1;2;2;1;1120
1936;1;2;2;2;1;1;1;1741
1937;1;2;2;3;1;1;1;1248
1938;1;2;2;3;1;1;1;583
1939;1;3;2;2;1;1;2;238
1940;1;1;2;3;1;1;2;1127
1941;1;2;2;1;2;1;2;146
1942;1;1;1;4;1;1;1;352
1943;1;2;1;7;1;1;2;575
1944;1;3;2;3;1;1;1;182
1945;1;1;2;4;2;1;2;1128
1946;1;3;1;3;1;1;1;494
1947;1;2;2;3;3;1;3;1594
1948;1;2;2;1;3;1;2;1611
1949;1;3;2;3;1;1;2;117
1950;1;3;2;1;1;1;2;549
1951;1;2;2;3;1;1;2;538
1952;1;2;2;4;1;1;1;546
1953;1;3;2;2;1;1;1;461
1954;1;2;2;2;1;1;2;1932
1955;1;2;2;3;1;1;1;836
1956;1;2;2;3;1;1;1;1357
1957;1;2;2;3;1;1;2;1415
1958;1;1;2;3;1;1;2;417
1959;1;3;2;1;1;1;2;506
1960;1;1;2;3;1;1;2;1002
1961;1;1;1;3;1;1;1;318
1962;1;1;2;3;1;1;1;403
1963;1;2;1;4;1;1;1;1357
1964;1;1;1;7;1;1;1;345
1965;1;3;2;3;1;1;2;476
1966;1;2;1;4;1;1;1;655
1967;1;3;1;4;3;1;3;236
1968;1;3;2;3;1;1;3;932
1969;1;3;2;3;2;1;2;529
1970;1;3;1;4;1;1;1;116
1971;1;1;2;4;1;1;2;896
1972;1;1;2;3;1;1;1;315
1973;1;3;2;3;1;1;1;541
1974;1;3;2;3;1;1;2;530
1975;1;3;2;4;1;1;2;475
1976;1;2;2;3;1;1;2;358
1977;1;3;1;3;1;1;1;589
1978;1;2;2;3;1;1;1;1854
1979;1;2;3;1;2;2;3;197
1980;1;2;2;2;1;1;2;586
1981;1;1;2;4;1;1;1;425
1982;1;2;2;3;1;1;1;546
1983;1;2;2;2;2;1;2;1369
1984;1;3;1;3;1;1;1;1282
1985;1;1;2;4;1;1;2;568
1986;1;1;2;4;1;1;2;556
1987;1;1;2;1;1;1;2;542
1988;1;1;2;3;1;1;2;124
1989;1;1;1;3;1;1;1;353
1990;1;3;2;3;1;1;3;780
1991;1;2;1;6;3;1;3;410
1992;1;2;2;2;1;1;2;2002
1993;1;1;2;5;1;1;3;118
1994;1;3;2;2;1;1;2;463
1995;1;2;2;2;1;1;2;1933
1996;1;3;2;4;1;1;1;43
1997;1;3;2;3;1;1;1;56
1998;1;1;2;3;2;1;1;229
1999;1;1;2;5;1;1;1;51
2000;1;3;1;2;1;1;2;127
2001;1;3;1;2;1;1;2;599
2002;1;1;2;3;1;1;2;1007
2003;1;2;2;2;1;1;2;628
2004;1;2;2;3;2;1;2;392
2005;1;1;2;3;3;1;1;60
2006;1;2;2;2;3;1;2;1517
2007;1;1;2;3;3;1;2;716
2008;1;2;2;2;1;1;2;1329
2009;1;3;1;4;1;1;1;494
2010;1;1;2;2;3;1;2;601
2011;1;3;1;3;1;1;1;145
2012;1;2;1;3;1;1;2;1367
2013;1;2;2;3;1;1;2;358
2014;1;2;2;2;3;1;2;376
2015;1;3;3;1;2;1;2;340
2016;1;3;2;2;1;1;2;686
2017;1;2;2;2;3;1;2;359
2018;1;2;2;2;1;1;2;557
2019;1;2;2;3;1;1;2;376
2020;1;1;2;6;1;1;1;62
2021;1;1;2;3;1;1;2;600
2022;1;3;1;3;1;1;1;531
2023;1;2;3;1;2;2;1;112
2024;1;1;2;3;1;1;2;716
2025;1;1;2;4;1;1;1;412
2026;1;1;2;2;1;1;2;806
2027;1;2;2;1;2;1;2;1127
2028;1;3;2;2;1;1;3;496
2029;1;3;1;2;1;1;1;118
2030;1;1;2;4;1;1;2;918
2031;1;3;2;5;1;1;1;471
2032;1;1;2;4;1;1;2;877
2033;1;2;2;3;1;1;2;2275
2034;1;2;2;3;1;1;2;776
2035;1;2;3;1;2;1;2;130
2036;1;3;2;3;1;1;2;892
2037;1;3;1;3;1;1;2;166
2038;1;2;2;2;1;1;1;373
2039;1;2;2;1;1;1;2;604
2040;1;2;2;3;2;1;2;1782
2041;1;1;2;2;1;1;2;543
2042;1;2;2;2;3;1;2;1819
2043;1;3;1;3;1;1;2;198
2044;1;1;2;2;2;1;2;595
2045;1;1;2;3;1;1;2;550
2046;1;2;1;5;1;1;2;162
2047;1;2;2;3;1;1;2;152
2048;1;1;2;4;1;1;2;801
2049;1;1;2;3;1;1;2;447
2050;1;3;1;5;1;1;3;147
2051;1;2;2;2;1;1;2;558
2052;1;1;2;4;1;1;2;462
2053;1;2;2;4;1;1;1;458
2054;1;1;2;2;2;1;2;978
2055;1;1;2;5;1;1;3;623
2056;1;1;2;3;1;1;2;645
2057;1;2;1;3;1;1;2;358
2058;1;2;2;5;1;1;1;181
2059;1;2;2;3;1;1;2;485
